querry,reference,alignment_length,similarity_errors,ref_coverage,querry_coverage,ani,reference_length,querry_length,alignment_coverage,primary_cluster
infinity_D10-NF-R1_maxbin.021.fa,infinity_D07-NF-R1_35.fa,1427033,26711,0.7844185,0.4840828,0.9812821,1819224,2947911,0.7844185213035888,287
infinity_D10-NF-R1_maxbin.021.fa,infinity_D08-NF-R1_maxbin.042.fa,2207869,39312,0.74444777,0.74896055,0.9821946,2965781,2947911,0.7489605351043501,287
infinity_D10-NF-R1_maxbin.021.fa,infinity_D09-NF-R1_53.fa,2091041,38022,0.76552874,0.7093298,0.9818167,2731499,2947911,0.7655287444732727,287
infinity_D10-NF-R1_maxbin.021.fa,infinity_D10-NF-R1_maxbin.021.fa,2947891,0,0.9999932,0.9999932,1.0,2947911,2947911,0.9999932155346617,287
infinity_D10-NF-R1_maxbin.021.fa,nanopore_D02-NF-R2_21.fa,2024243,39443,0.811622,0.6866703,0.9805147,2494071,2947911,0.8116220428367917,287
infinity_D10-NF-R1_maxbin.021.fa,nanopore_D03-NF-R1_25.fa,1245998,5113,0.9042738,0.42267153,0.99589646,1377899,2947911,0.9042738255851844,287
infinity_D10-NF-R1_maxbin.021.fa,nanopore_D04-NF-R1_59.fa,1789619,34063,0.7798723,0.6070804,0.9809663,2294759,2947911,0.7798723090311445,287
infinity_D10-NF-R1_maxbin.021.fa,nanopore_D07-NF-R1_45.fa,2139960,41298,0.77711236,0.7259242,0.9807015,2753733,2947911,0.7771123779974312,287
infinity_D10-NF-R1_maxbin.021.fa,nanopore_D09-NF-R1_93.fa,1704097,35391,0.81796825,0.5780693,0.97923183,2083329,2947911,0.8179682613739837,287
infinity_D10-NF-R1_maxbin.021.fa,nanopore_D10-NF-R1_78.fa,2024361,2706,0.92579925,0.68671036,0.9986633,2186609,2947911,0.9257992626939704,287
nanopore_D02-NF-R2_21.fa,infinity_D02-NF-R2_112.fa,2196564,22136,0.88036484,0.8807143,0.98992246,2495061,2494071,0.880714302038715,287
nanopore_D02-NF-R2_21.fa,infinity_D03-NF-R1_94.fa,1994011,39059,0.74860156,0.7995005,0.9804118,2663648,2494071,0.7995004953748309,287
nanopore_D02-NF-R2_21.fa,infinity_D04-NF-R1_126.fa,2035246,41951,0.78221923,0.8160337,0.97938776,2601887,2494071,0.8160337055360493,287
nanopore_D02-NF-R2_21.fa,infinity_D07-NF-R1_35.fa,1386417,20055,0.76209253,0.55588514,0.98553467,1819224,2494071,0.7620925185683566,287
nanopore_D02-NF-R2_21.fa,infinity_D08-NF-R1_maxbin.042.fa,2130992,44117,0.7185264,0.85442317,0.97929746,2965781,2494071,0.8544231499424034,287
nanopore_D02-NF-R2_21.fa,infinity_D09-NF-R1_53.fa,2050824,28492,0.7508053,0.8222797,0.98610705,2731499,2494071,0.8222797185805857,287
nanopore_D02-NF-R2_21.fa,infinity_D10-NF-R1_maxbin.021.fa,2030954,39495,0.68894684,0.8143128,0.98055345,2947911,2494071,0.8143128242940959,287
nanopore_D02-NF-R2_21.fa,nanopore_D02-NF-R2_21.fa,2494024,0,0.99998116,0.99998116,1.0,2494071,2494071,0.9999811553079283,287
nanopore_D02-NF-R2_21.fa,nanopore_D03-NF-R1_25.fa,1128660,23336,0.81911665,0.45253724,0.97932416,1377899,2494071,0.8191166406246031,287
nanopore_D02-NF-R2_21.fa,nanopore_D04-NF-R1_59.fa,1752155,39536,0.7635464,0.7025281,0.97743577,2294759,2494071,0.7635464116275391,287
nanopore_D02-NF-R2_21.fa,nanopore_D07-NF-R1_45.fa,2099365,30289,0.7623706,0.8417423,0.9855723,2753733,2494071,0.8417422759817182,287
nanopore_D02-NF-R2_21.fa,nanopore_D09-NF-R1_93.fa,1683251,27097,0.8079622,0.674901,0.983902,2083329,2494071,0.807962160561294,287
nanopore_D02-NF-R2_21.fa,nanopore_D10-NF-R1_78.fa,1689621,33691,0.7727129,0.67745507,0.98006004,2186609,2494071,0.7727129084349328,287
nanopore_D03-NF-R1_25.fa,infinity_D02-NF-R2_112.fa,1177224,21106,0.47182173,0.8543616,0.9820714,2495061,1377899,0.8543616041524088,287
nanopore_D03-NF-R1_25.fa,infinity_D03-NF-R1_94.fa,1237759,3382,0.46468565,0.89829445,0.99726766,2663648,1377899,0.8982944323205112,287
nanopore_D03-NF-R1_25.fa,infinity_D04-NF-R1_126.fa,1139238,20427,0.43785068,0.82679355,0.9820696,2601887,1377899,0.8267935458259278,287
nanopore_D03-NF-R1_25.fa,infinity_D07-NF-R1_35.fa,857294,16978,0.4712416,0.6221748,0.9801958,1819224,1377899,0.6221747747839282,287
nanopore_D03-NF-R1_25.fa,infinity_D08-NF-R1_maxbin.042.fa,1158966,20320,0.39077935,0.841111,0.9824671,2965781,1377899,0.8411109957986761,287
nanopore_D03-NF-R1_25.fa,infinity_D09-NF-R1_53.fa,1157599,23456,0.42379624,0.8401189,0.97973734,2731499,1377899,0.8401189056672513,287
nanopore_D03-NF-R1_25.fa,infinity_D10-NF-R1_maxbin.021.fa,1248156,5224,0.42340356,0.90584,0.9958146,2947911,1377899,0.9058399781116032,287
nanopore_D03-NF-R1_25.fa,nanopore_D02-NF-R2_21.fa,1129982,23365,0.4530673,0.82007605,0.9793227,2494071,1377899,0.8200760723391192,287
nanopore_D03-NF-R1_25.fa,nanopore_D03-NF-R1_25.fa,1377807,0,0.99993324,0.99993324,1.0,1377899,1377899,0.9999332316809868,287
nanopore_D03-NF-R1_25.fa,nanopore_D04-NF-R1_59.fa,1034040,21715,0.45060942,0.75044686,0.97899985,2294759,1377899,0.7504468760047,287
nanopore_D03-NF-R1_25.fa,nanopore_D07-NF-R1_45.fa,1178851,24535,0.42809197,0.85554236,0.97918737,2753733,1377899,0.8555423873593058,287
nanopore_D03-NF-R1_25.fa,nanopore_D09-NF-R1_93.fa,1006241,22777,0.48299667,0.73027194,0.97736424,2083329,1377899,0.7302719575237372,287
nanopore_D03-NF-R1_25.fa,nanopore_D10-NF-R1_78.fa,1078755,4606,0.4933461,0.7828985,0.9957303,2186609,1377899,0.7828984562729199,287
nanopore_D04-NF-R1_59.fa,infinity_D02-NF-R2_112.fa,1822977,36909,0.7306342,0.7944089,0.97975343,2495061,2294759,0.7944089117855078,287
nanopore_D04-NF-R1_59.fa,infinity_D03-NF-R1_94.fa,1791726,34755,0.6726587,0.7807905,0.9806025,2663648,2294759,0.7807904882386342,287
nanopore_D04-NF-R1_59.fa,infinity_D04-NF-R1_126.fa,2037803,18456,0.78320193,0.88802487,0.9909432,2601887,2294759,0.8880248426958997,287
nanopore_D04-NF-R1_59.fa,infinity_D07-NF-R1_35.fa,1286798,29702,0.70733345,0.5607552,0.9769179,1819224,2294759,0.7073334564627556,287
nanopore_D04-NF-R1_59.fa,infinity_D08-NF-R1_maxbin.042.fa,1861899,37469,0.62779385,0.8113702,0.9798759,2965781,2294759,0.8113701700265692,287
nanopore_D04-NF-R1_59.fa,infinity_D09-NF-R1_53.fa,1871080,40472,0.6850012,0.81537104,0.9783697,2731499,2294759,0.8153710258898647,287
nanopore_D04-NF-R1_59.fa,infinity_D10-NF-R1_maxbin.021.fa,1790474,34097,0.60737044,0.7802449,0.98095644,2947911,2294759,0.7802448971765662,287
nanopore_D04-NF-R1_59.fa,nanopore_D02-NF-R2_21.fa,1752108,39655,0.7025093,0.7635259,0.9773673,2494071,2294759,0.7635259301739311,287
nanopore_D04-NF-R1_59.fa,nanopore_D03-NF-R1_25.fa,1033549,21611,0.75009054,0.45039544,0.9790905,1377899,2294759,0.7500905363890967,287
nanopore_D04-NF-R1_59.fa,nanopore_D04-NF-R1_59.fa,2294688,0,0.99996907,0.99996907,1.0,2294759,2294759,0.9999690599317836,287
nanopore_D04-NF-R1_59.fa,nanopore_D07-NF-R1_45.fa,1778717,37750,0.64592934,0.7751215,0.9787768,2753733,2294759,0.77512148334531,287
nanopore_D04-NF-R1_59.fa,nanopore_D09-NF-R1_93.fa,1570265,36909,0.75372875,0.6842832,0.976495,2083329,2294759,0.753728767755837,287
nanopore_D04-NF-R1_59.fa,nanopore_D10-NF-R1_78.fa,1520048,30527,0.69516224,0.6623998,0.9799171,2186609,2294759,0.6951622352235813,287
nanopore_D07-NF-R1_45.fa,infinity_D02-NF-R2_112.fa,2215579,35283,0.8879859,0.80457294,0.98407507,2495061,2753733,0.8879859049538268,287
nanopore_D07-NF-R1_45.fa,infinity_D03-NF-R1_94.fa,2134624,42775,0.8013912,0.7751746,0.97996134,2663648,2753733,0.8013911748098848,287
nanopore_D07-NF-R1_45.fa,infinity_D04-NF-R1_126.fa,2072918,40446,0.7966979,0.7527665,0.98048836,2601887,2753733,0.7966979349987144,287
nanopore_D07-NF-R1_45.fa,infinity_D07-NF-R1_35.fa,1633011,892,0.89764154,0.59301716,0.9994538,1819224,2753733,0.8976415218796586,287
nanopore_D07-NF-R1_45.fa,infinity_D08-NF-R1_maxbin.042.fa,2192226,43586,0.73917323,0.79609245,0.9801179,2965781,2753733,0.7960924316191875,287
nanopore_D07-NF-R1_45.fa,infinity_D09-NF-R1_53.fa,2441759,21089,0.8939264,0.8867087,0.99136317,2731499,2753733,0.8939263752247393,287
nanopore_D07-NF-R1_45.fa,infinity_D10-NF-R1_maxbin.021.fa,2146366,41416,0.72809726,0.7794387,0.9807041,2947911,2753733,0.7794386747008515,287
nanopore_D07-NF-R1_45.fa,nanopore_D02-NF-R2_21.fa,2098448,30365,0.8413746,0.7620376,0.9855298,2494071,2753733,0.8413746040108722,287
nanopore_D07-NF-R1_45.fa,nanopore_D03-NF-R1_25.fa,1179373,24695,0.8559212,0.42828155,0.9790609,1377899,2753733,0.855921224995446,287
nanopore_D07-NF-R1_45.fa,nanopore_D04-NF-R1_59.fa,1778815,37741,0.7751642,0.6459649,0.9787831,2294759,2753733,0.7751641893549606,287
nanopore_D07-NF-R1_45.fa,nanopore_D07-NF-R1_45.fa,2753726,0,0.99999744,0.99999744,1.0,2753733,2753733,0.9999974579961093,287
nanopore_D07-NF-R1_45.fa,nanopore_D09-NF-R1_93.fa,1838641,19553,0.8825495,0.6676904,0.9893655,2083329,2753733,0.8825495157029927,287
nanopore_D07-NF-R1_45.fa,nanopore_D10-NF-R1_78.fa,1744636,34542,0.79787284,0.6335531,0.980201,2186609,2753733,0.7978728707327191,287
nanopore_D09-NF-R1_93.fa,infinity_D02-NF-R2_112.fa,1777876,31324,0.71255815,0.85338223,0.9823812,2495061,2083329,0.8533822550350905,287
nanopore_D09-NF-R1_93.fa,infinity_D03-NF-R1_94.fa,1694768,35075,0.63625824,0.81349033,0.97930396,2663648,2083329,0.8134903320598906,287
nanopore_D09-NF-R1_93.fa,infinity_D04-NF-R1_126.fa,1717017,36536,0.6599122,0.8241699,0.97872126,2601887,2083329,0.8241698742733385,287
nanopore_D09-NF-R1_93.fa,infinity_D07-NF-R1_35.fa,1237856,12559,0.68043077,0.5941721,0.9898542,1819224,2083329,0.6804307770785786,287
nanopore_D09-NF-R1_93.fa,infinity_D08-NF-R1_maxbin.042.fa,1764794,36849,0.595052,0.8471029,0.97911996,2965781,2083329,0.8471028819739945,287
nanopore_D09-NF-R1_93.fa,infinity_D09-NF-R1_53.fa,1966582,6648,0.7199644,0.9439613,0.9966195,2731499,2083329,0.9439613234395527,287
nanopore_D09-NF-R1_93.fa,infinity_D10-NF-R1_maxbin.021.fa,1709840,35489,0.5800175,0.8207249,0.97924423,2947911,2083329,0.8207249071078068,287
nanopore_D09-NF-R1_93.fa,nanopore_D02-NF-R2_21.fa,1683621,27113,0.67504936,0.80813974,0.983896,2494071,2083329,0.8081397609307027,287
nanopore_D09-NF-R1_93.fa,nanopore_D03-NF-R1_25.fa,1006633,22776,0.7305564,0.48318484,0.9773741,1377899,2083329,0.7305564486221414,287
nanopore_D09-NF-R1_93.fa,nanopore_D04-NF-R1_59.fa,1572440,36975,0.685231,0.7547728,0.9764856,2294759,2083329,0.7547727699273614,287
nanopore_D09-NF-R1_93.fa,nanopore_D07-NF-R1_45.fa,1839060,19521,0.6678425,0.88275063,0.98938537,2753733,2083329,0.8827506361213231,287
nanopore_D09-NF-R1_93.fa,nanopore_D09-NF-R1_93.fa,2083234,0,0.9999544,0.9999544,1.0,2083329,2083329,0.9999543999051518,287
nanopore_D09-NF-R1_93.fa,nanopore_D10-NF-R1_78.fa,1459871,30674,0.6676415,0.70073956,0.9789885,2186609,2083329,0.700739537538238,287
nanopore_D10-NF-R1_78.fa,infinity_D02-NF-R2_112.fa,1751086,30428,0.7018209,0.8008226,0.98262334,2495061,2186609,0.8008226436459376,287
nanopore_D10-NF-R1_78.fa,infinity_D03-NF-R1_94.fa,1943709,5255,0.7297169,0.88891476,0.9972964,2663648,2186609,0.8889147533921246,287
nanopore_D10-NF-R1_78.fa,infinity_D04-NF-R1_126.fa,1755303,31210,0.6746269,0.8027512,0.9822196,2601887,2186609,0.8027512006033086,287
nanopore_D10-NF-R1_78.fa,infinity_D07-NF-R1_35.fa,1244314,24161,0.68398064,0.56906104,0.9805829,1819224,2186609,0.683980642295836,287
nanopore_D10-NF-R1_78.fa,infinity_D08-NF-R1_maxbin.042.fa,1800902,33839,0.6072269,0.82360494,0.98121,2965781,2186609,0.8236049517769295,287
nanopore_D10-NF-R1_78.fa,infinity_D09-NF-R1_53.fa,1729255,33505,0.6330791,0.7908387,0.9806246,2731499,2186609,0.7908386913252438,287
nanopore_D10-NF-R1_78.fa,infinity_D10-NF-R1_maxbin.021.fa,2024366,2706,0.686712,0.9258016,0.9986633,2947911,2186609,0.9258015493396397,287
nanopore_D10-NF-R1_78.fa,nanopore_D02-NF-R2_21.fa,1689160,33730,0.67727023,0.77250206,0.9800315,2494071,2186609,0.7725020797042361,287
nanopore_D10-NF-R1_78.fa,nanopore_D03-NF-R1_25.fa,1078612,4573,0.78279465,0.49328068,0.9957603,1377899,2186609,0.7827946750814102,287
nanopore_D10-NF-R1_78.fa,nanopore_D04-NF-R1_59.fa,1519304,30482,0.66207564,0.69482195,0.97993684,2294759,2186609,0.6948219823480101,287
nanopore_D10-NF-R1_78.fa,nanopore_D07-NF-R1_45.fa,1743830,34468,0.63326037,0.79750425,0.9802343,2753733,2186609,0.7975042634508501,287
nanopore_D10-NF-R1_78.fa,nanopore_D09-NF-R1_93.fa,1458171,30613,0.6999235,0.6668641,0.9790059,2083329,2186609,0.6999235358409546,287
nanopore_D10-NF-R1_78.fa,nanopore_D10-NF-R1_78.fa,2186556,0,0.99997574,0.99997574,1.0,2186609,2186609,0.9999757615559068,287
infinity_D02-NF-R2_113.fa,infinity_D02-NF-R2_113.fa,2783148,0,0.99997985,0.99997985,1.0,2783204,2783204,0.9999798793045713,280
infinity_D02-NF-R2_113.fa,infinity_D03-NF-R1_bin.111.fa,2303110,25553,0.8262566,0.82750314,0.988905,2787403,2783204,0.8275031223007728,280
infinity_D02-NF-R2_113.fa,infinity_D07-NF-R1_maxbin.076_sub.fa,768344,16203,0.28076467,0.27606457,0.9789118,2736612,2783204,0.2807646827537115,280
infinity_D02-NF-R2_113.fa,infinity_D08-NF-R1_59.fa,2348372,21498,0.8256432,0.8437657,0.99084556,2844294,2783204,0.8437656743810371,280
infinity_D02-NF-R2_113.fa,infinity_D09-NF-R1_49.fa,2173449,25599,0.82576406,0.78091615,0.98822194,2632046,2783204,0.8257640633940289,280
infinity_D02-NF-R2_113.fa,nanopore_D02-NF-R2_maxbin.066_sub.fa,995155,10716,0.41531467,0.35755733,0.9892318,2396147,2783204,0.41531466975940956,280
infinity_D02-NF-R2_113.fa,nanopore_D03-NF-R1_52.fa,1785992,24592,0.78306264,0.6417036,0.9862306,2280778,2783204,0.7830626216142036,280
infinity_D02-NF-R2_113.fa,nanopore_D08-NF-R1_bin.222.fa,2272943,21793,0.8182429,0.81666416,0.990412,2777834,2783204,0.8182429187633242,280
infinity_D02-NF-R2_113.fa,nanopore_D09-NF-R1_49.fa,1260308,17687,0.49966282,0.45282632,0.98596615,2522317,2783204,0.499662810027447,280
infinity_D03-NF-R1_bin.111.fa,infinity_D02-NF-R2_113.fa,2301337,25665,0.8268661,0.8256205,0.9888478,2783204,2787403,0.8268660867115741,280
infinity_D03-NF-R1_bin.111.fa,infinity_D03-NF-R1_bin.111.fa,2787384,0,0.9999932,0.9999932,1.0,2787403,2787403,0.9999931836193044,280
infinity_D03-NF-R1_bin.111.fa,infinity_D07-NF-R1_maxbin.076_sub.fa,824016,18517,0.3011081,0.2956214,0.97752833,2736612,2787403,0.3011080854721093,280
infinity_D03-NF-R1_bin.111.fa,infinity_D08-NF-R1_59.fa,2421115,29575,0.8512183,0.86859167,0.98778456,2844294,2787403,0.8685916604093488,280
infinity_D03-NF-R1_bin.111.fa,infinity_D09-NF-R1_49.fa,2226311,26853,0.8458481,0.7987044,0.98793834,2632046,2787403,0.8458480588865088,280
infinity_D03-NF-R1_bin.111.fa,nanopore_D02-NF-R2_maxbin.066_sub.fa,976825,20633,0.4076649,0.35044268,0.9788775,2396147,2787403,0.4076648886733577,280
infinity_D03-NF-R1_bin.111.fa,nanopore_D03-NF-R1_52.fa,1961309,11657,0.8599298,0.70363307,0.9940565,2280778,2787403,0.8599298134233143,280
infinity_D03-NF-R1_bin.111.fa,nanopore_D08-NF-R1_bin.222.fa,2314640,29896,0.83325356,0.830393,0.987084,2777834,2787403,0.8332535349484527,280
infinity_D03-NF-R1_bin.111.fa,nanopore_D09-NF-R1_49.fa,1348460,20138,0.53461164,0.4837693,0.98506594,2522317,2787403,0.534611628911037,280
infinity_D07-NF-R1_maxbin.076_sub.fa,infinity_D02-NF-R2_113.fa,769470,16199,0.27646914,0.28117615,0.9789478,2783204,2736612,0.28117614042472955,280
infinity_D07-NF-R1_maxbin.076_sub.fa,infinity_D03-NF-R1_bin.111.fa,825474,18455,0.2961445,0.30164087,0.97764313,2787403,2736612,0.3016408610354701,280
infinity_D07-NF-R1_maxbin.076_sub.fa,infinity_D07-NF-R1_maxbin.076_sub.fa,2736449,0,0.99994045,0.99994045,1.0,2736612,2736612,0.9999404372998437,280
infinity_D07-NF-R1_maxbin.076_sub.fa,infinity_D08-NF-R1_59.fa,830948,17693,0.2921456,0.30364114,0.97870743,2844294,2736612,0.3036411445977727,280
infinity_D07-NF-R1_maxbin.076_sub.fa,infinity_D09-NF-R1_49.fa,791509,17938,0.30072004,0.28922954,0.97733694,2632046,2736612,0.3007200482058444,280
infinity_D07-NF-R1_maxbin.076_sub.fa,nanopore_D02-NF-R2_maxbin.066_sub.fa,374539,12667,0.15630886,0.1368623,0.9661797,2396147,2736612,0.1563088575116635,280
infinity_D07-NF-R1_maxbin.076_sub.fa,nanopore_D03-NF-R1_52.fa,561477,15474,0.24617784,0.20517232,0.97244054,2280778,2736612,0.24617783931623333,280
infinity_D07-NF-R1_maxbin.076_sub.fa,nanopore_D08-NF-R1_bin.222.fa,768487,17219,0.2766497,0.28081694,0.97759366,2777834,2736612,0.28081693714710015,280
infinity_D07-NF-R1_maxbin.076_sub.fa,nanopore_D09-NF-R1_49.fa,325322,7920,0.12897745,0.11887765,0.9756549,2522317,2736612,0.12897744415154797,280
infinity_D08-NF-R1_59.fa,infinity_D02-NF-R2_113.fa,2348183,21591,0.8436978,0.8255767,0.9908052,2783204,2844294,0.8436977670339652,280
infinity_D08-NF-R1_59.fa,infinity_D03-NF-R1_bin.111.fa,2421449,29569,0.8687115,0.8513357,0.98778874,2787403,2844294,0.8687114852068395,280
infinity_D08-NF-R1_59.fa,infinity_D07-NF-R1_maxbin.076_sub.fa,829775,17549,0.30321252,0.2917332,0.9788509,2736612,2844294,0.30321251240585073,280
infinity_D08-NF-R1_59.fa,infinity_D08-NF-R1_59.fa,2844266,0,0.99999017,0.99999017,1.0,2844294,2844294,0.9999901557293304,280
infinity_D08-NF-R1_59.fa,infinity_D09-NF-R1_49.fa,2314788,19982,0.8794634,0.8138357,0.9913677,2632046,2844294,0.8794633528441372,280
infinity_D08-NF-R1_59.fa,nanopore_D02-NF-R2_maxbin.066_sub.fa,995392,18814,0.4154136,0.349961,0.9810989,2396147,2844294,0.4154135785492292,280
infinity_D08-NF-R1_59.fa,nanopore_D03-NF-R1_52.fa,1886474,28106,0.82711864,0.6632486,0.9851013,2280778,2844294,0.8271186410952753,280
infinity_D08-NF-R1_59.fa,nanopore_D08-NF-R1_bin.222.fa,2422183,18527,0.8719682,0.85159373,0.9923511,2777834,2844294,0.8719682313629972,280
infinity_D08-NF-R1_59.fa,nanopore_D09-NF-R1_49.fa,1389780,15083,0.5509934,0.48862037,0.9891472,2522317,2844294,0.5509933921866284,280
infinity_D09-NF-R1_49.fa,infinity_D02-NF-R2_113.fa,2171620,25610,0.780259,0.8250692,0.988207,2783204,2632046,0.8250691667242898,280
infinity_D09-NF-R1_49.fa,infinity_D03-NF-R1_bin.111.fa,2226869,26891,0.7989046,0.84606004,0.9879243,2787403,2632046,0.8460600612603275,280
infinity_D09-NF-R1_49.fa,infinity_D07-NF-R1_maxbin.076_sub.fa,789272,17754,0.2884121,0.29987013,0.97750586,2736612,2632046,0.2998701390477218,280
infinity_D09-NF-R1_49.fa,infinity_D08-NF-R1_59.fa,2309940,19852,0.8121312,0.8776214,0.99140584,2844294,2632046,0.8776214397468737,280
infinity_D09-NF-R1_49.fa,infinity_D09-NF-R1_49.fa,2632024,0,0.99999166,0.99999166,1.0,2632046,2632046,0.9999916414834695,280
infinity_D09-NF-R1_49.fa,nanopore_D02-NF-R2_maxbin.066_sub.fa,971386,20297,0.405395,0.36906117,0.9791051,2396147,2632046,0.40539499454749645,280
infinity_D09-NF-R1_49.fa,nanopore_D03-NF-R1_52.fa,1713976,25425,0.75148743,0.6511953,0.9851661,2280778,2632046,0.7514874310432668,280
infinity_D09-NF-R1_49.fa,nanopore_D08-NF-R1_bin.222.fa,2262157,22615,0.81436,0.85946715,0.99000293,2777834,2632046,0.8594671217752273,280
infinity_D09-NF-R1_49.fa,nanopore_D09-NF-R1_49.fa,1351103,4415,0.5356595,0.513328,0.9967323,2522317,2632046,0.5356594749985827,280
nanopore_D02-NF-R2_maxbin.066_sub.fa,infinity_D02-NF-R2_113.fa,998456,10845,0.35874337,0.4166923,0.98913825,2783204,2396147,0.4166922980935644,280
nanopore_D02-NF-R2_maxbin.066_sub.fa,infinity_D03-NF-R1_bin.111.fa,979735,20808,0.35148668,0.40887934,0.9787616,2787403,2396147,0.4088793383711433,280
nanopore_D02-NF-R2_maxbin.066_sub.fa,infinity_D07-NF-R1_maxbin.076_sub.fa,377183,12858,0.13782845,0.15741229,0.96591043,2736612,2396147,0.15741229565631826,280
nanopore_D02-NF-R2_maxbin.066_sub.fa,infinity_D08-NF-R1_59.fa,999026,18969,0.35123867,0.41693017,0.9810125,2844294,2396147,0.41693017999313065,280
nanopore_D02-NF-R2_maxbin.066_sub.fa,infinity_D09-NF-R1_49.fa,978323,20553,0.37169677,0.40829006,0.9789916,2632046,2396147,0.4082900589988845,280
nanopore_D02-NF-R2_maxbin.066_sub.fa,nanopore_D02-NF-R2_maxbin.066_sub.fa,2396010,0,0.99994284,0.99994284,1.0,2396147,2396147,0.9999428248767709,280
nanopore_D02-NF-R2_maxbin.066_sub.fa,nanopore_D03-NF-R1_52.fa,818699,18982,0.358956,0.3416731,0.97681445,2280778,2396147,0.35895602290095746,280
nanopore_D02-NF-R2_maxbin.066_sub.fa,nanopore_D08-NF-R1_bin.222.fa,933580,16876,0.336082,0.38961717,0.98192334,2777834,2396147,0.3896171645562647,280
nanopore_D02-NF-R2_maxbin.066_sub.fa,nanopore_D09-NF-R1_49.fa,553300,14237,0.2193618,0.23091237,0.9742689,2522317,2396147,0.23091237724563643,280
nanopore_D03-NF-R1_52.fa,infinity_D02-NF-R2_113.fa,1789389,24840,0.64292413,0.78455204,0.98611814,2783204,2280778,0.7845520256684342,280
nanopore_D03-NF-R1_52.fa,infinity_D03-NF-R1_bin.111.fa,1961000,11654,0.70352226,0.8597943,0.9940571,2787403,2280778,0.8597943333371332,280
nanopore_D03-NF-R1_52.fa,infinity_D07-NF-R1_maxbin.076_sub.fa,559901,15251,0.20459642,0.24548684,0.9727613,2736612,2280778,0.24548684703202153,280
nanopore_D03-NF-R1_52.fa,infinity_D08-NF-R1_59.fa,1886809,28077,0.6633664,0.8272655,0.98511934,2844294,2280778,0.8272655208003584,280
nanopore_D03-NF-R1_52.fa,infinity_D09-NF-R1_49.fa,1714516,25446,0.65140045,0.7517242,0.9851585,2632046,2280778,0.7517241923589232,280
nanopore_D03-NF-R1_52.fa,nanopore_D02-NF-R2_maxbin.066_sub.fa,817207,18968,0.34105045,0.35830185,0.97678924,2396147,2280778,0.3583018601547367,280
nanopore_D03-NF-R1_52.fa,nanopore_D03-NF-R1_52.fa,2280706,0,0.9999684,0.9999684,1.0,2280778,2280778,0.9999684318245792,280
nanopore_D03-NF-R1_52.fa,nanopore_D08-NF-R1_bin.222.fa,1824853,28500,0.6569338,0.8001011,0.98438233,2777834,2280778,0.8001011058507229,280
nanopore_D03-NF-R1_52.fa,nanopore_D09-NF-R1_49.fa,1087869,18049,0.43129748,0.47697276,0.98340887,2522317,2280778,0.4769727698180182,280
nanopore_D08-NF-R1_bin.222.fa,infinity_D02-NF-R2_113.fa,2271805,21617,0.8162553,0.81783324,0.99048465,2783204,2777834,0.8178332470550796,280
nanopore_D08-NF-R1_bin.222.fa,infinity_D03-NF-R1_bin.111.fa,2317979,30143,0.8315909,0.83445555,0.986996,2787403,2777834,0.8344555506196555,280
nanopore_D08-NF-R1_bin.222.fa,infinity_D07-NF-R1_maxbin.076_sub.fa,768245,17056,0.28072852,0.2765626,0.97779876,2736612,2777834,0.2807285066352117,280
nanopore_D08-NF-R1_bin.222.fa,infinity_D08-NF-R1_59.fa,2424866,18555,0.85253704,0.8729341,0.992348,2844294,2777834,0.8729340918139817,280
nanopore_D08-NF-R1_bin.222.fa,infinity_D09-NF-R1_49.fa,2265597,22765,0.8607741,0.8155984,0.98995185,2632046,2777834,0.8607740898145397,280
nanopore_D08-NF-R1_bin.222.fa,nanopore_D02-NF-R2_maxbin.066_sub.fa,933492,16865,0.38958043,0.33605033,0.9819334,2396147,2777834,0.389580438929665,280
nanopore_D08-NF-R1_bin.222.fa,nanopore_D03-NF-R1_52.fa,1821976,28492,0.7988397,0.6558981,0.984362,2280778,2777834,0.7988396941745317,280
nanopore_D08-NF-R1_bin.222.fa,nanopore_D08-NF-R1_bin.222.fa,2777809,0,0.999991,0.999991,1.0,2777834,2777834,0.9999910001821564,280
nanopore_D08-NF-R1_bin.222.fa,nanopore_D09-NF-R1_49.fa,1323020,16805,0.52452564,0.47627756,0.987298,2522317,2777834,0.5245256642999274,280
nanopore_D09-NF-R1_49.fa,infinity_D02-NF-R2_113.fa,1263082,17911,0.453823,0.5007626,0.9858196,2783204,2522317,0.5007625924893659,280
nanopore_D09-NF-R1_49.fa,infinity_D03-NF-R1_bin.111.fa,1346718,19834,0.48314434,0.533921,0.98527235,2787403,2522317,0.5339209940701347,280
nanopore_D09-NF-R1_49.fa,infinity_D07-NF-R1_maxbin.076_sub.fa,329405,8102,0.12036964,0.13059619,0.97540414,2736612,2522317,0.13059619389632626,280
nanopore_D09-NF-R1_49.fa,infinity_D08-NF-R1_59.fa,1388295,15082,0.48809826,0.55040467,0.98913634,2844294,2522317,0.5504046477901072,280
nanopore_D09-NF-R1_49.fa,infinity_D09-NF-R1_49.fa,1351829,4458,0.51360387,0.5359473,0.99670225,2632046,2522317,0.5359473055924374,280
nanopore_D09-NF-R1_49.fa,nanopore_D02-NF-R2_maxbin.066_sub.fa,551851,14325,0.23030765,0.21878733,0.9740419,2396147,2522317,0.23030765641673903,280
