genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
nanopore_D04-NF-R1_bin.46.fa,281_4,0.010000000000000009,average,ANImf,281
infinity_D04-NF-R1_maxbin.032.fa,281_5,0.010000000000000009,average,ANImf,281
nanopore_D04-NF-R1_45_sub.fa,281_6,0.010000000000000009,average,ANImf,281
infinity_D01-NF-R1_maxbin.039.fa,281_7,0.010000000000000009,average,ANImf,281
nanopore_D01-NF-R1_maxbin.029.fa,281_8,0.010000000000000009,average,ANImf,281
infinity_D06-NF-R1_bin.113.fa,281_9,0.010000000000000009,average,ANImf,281
nanopore_D06-NF-R1_maxbin.052.fa,281_10,0.010000000000000009,average,ANImf,281
nanopore_D06-NF-R1_bin.114_sub.fa,282_0,0.010000000000000009,average,ANImf,282
infinity_D06-NF-R1_67.fa,283_1,0.010000000000000009,average,ANImf,283
infinity_D08-NF-R1_41.fa,283_1,0.010000000000000009,average,ANImf,283
nanopore_D06-NF-R1_45.fa,283_1,0.010000000000000009,average,ANImf,283
nanopore_D08-NF-R1_27.fa,283_1,0.010000000000000009,average,ANImf,283
infinity_D02-NF-R2_134.fa,283_2,0.010000000000000009,average,ANImf,283
infinity_D03-NF-R1_9.fa,284_1,0.010000000000000009,average,ANImf,284
nanopore_D03-NF-R1_maxbin.030.fa,284_1,0.010000000000000009,average,ANImf,284
infinity_D04-NF-R1_17.fa,284_2,0.010000000000000009,average,ANImf,284
nanopore_D04-NF-R1_159.fa,284_2,0.010000000000000009,average,ANImf,284
infinity_D07-NF-R1_maxbin.020_sub.fa,284_3,0.010000000000000009,average,ANImf,284
nanopore_D07-NF-R1_maxbin.013.fa,284_3,0.010000000000000009,average,ANImf,284
infinity_D02-NF-R2_14.fa,285_1,0.010000000000000009,average,ANImf,285
nanopore_D02-NF-R2_124.fa,285_1,0.010000000000000009,average,ANImf,285
infinity_D09-NF-R1_97.fa,285_2,0.010000000000000009,average,ANImf,285
nanopore_D09-NF-R1_bin.83_sub.fa,285_2,0.010000000000000009,average,ANImf,285
infinity_D01-NF-R1_135.fa,285_3,0.010000000000000009,average,ANImf,285
infinity_D03-NF-R1_139.fa,285_3,0.010000000000000009,average,ANImf,285
infinity_D06-NF-R1_94_sub.fa,285_3,0.010000000000000009,average,ANImf,285
infinity_D08-NF-R1_73.fa,285_3,0.010000000000000009,average,ANImf,285
nanopore_D06-NF-R1_55.fa,285_3,0.010000000000000009,average,ANImf,285
nanopore_D08-NF-R1_3.fa,285_3,0.010000000000000009,average,ANImf,285
infinity_D02-NF-R2_maxbin.009.fa,286_1,0.010000000000000009,average,ANImf,286
nanopore_D02-NF-R2_96.fa,286_1,0.010000000000000009,average,ANImf,286
infinity_D03-NF-R1_36.fa,286_2,0.010000000000000009,average,ANImf,286
nanopore_D03-NF-R1_maxbin.017.fa,286_2,0.010000000000000009,average,ANImf,286
infinity_D07-NF-R1_35.fa,287_1,0.010000000000000009,average,ANImf,287
infinity_D09-NF-R1_53.fa,287_1,0.010000000000000009,average,ANImf,287
nanopore_D07-NF-R1_45.fa,287_1,0.010000000000000009,average,ANImf,287
nanopore_D09-NF-R1_93.fa,287_1,0.010000000000000009,average,ANImf,287
infinity_D02-NF-R2_112.fa,287_2,0.010000000000000009,average,ANImf,287
nanopore_D02-NF-R2_21.fa,287_3,0.010000000000000009,average,ANImf,287
infinity_D04-NF-R1_126.fa,287_4,0.010000000000000009,average,ANImf,287
nanopore_D04-NF-R1_59.fa,287_4,0.010000000000000009,average,ANImf,287
infinity_D03-NF-R1_94.fa,287_5,0.010000000000000009,average,ANImf,287
infinity_D10-NF-R1_maxbin.021.fa,287_5,0.010000000000000009,average,ANImf,287
nanopore_D03-NF-R1_25.fa,287_5,0.010000000000000009,average,ANImf,287
nanopore_D10-NF-R1_78.fa,287_5,0.010000000000000009,average,ANImf,287
infinity_D08-NF-R1_maxbin.042.fa,287_6,0.010000000000000009,average,ANImf,287
infinity_D01-NF-R1_40.fa,288_1,0.010000000000000009,average,ANImf,288
nanopore_D01-NF-R1_4_sub.fa,288_2,0.010000000000000009,average,ANImf,288
infinity_D05-NF-R1_59.fa,289_0,0.010000000000000009,average,ANImf,289
infinity_D04-NF-R1_25.fa,290_1,0.010000000000000009,average,ANImf,290
nanopore_D04-NF-R1_145.fa,290_1,0.010000000000000009,average,ANImf,290
infinity_D03-NF-R1_bin.117.fa,291_1,0.010000000000000009,average,ANImf,291
nanopore_D10-NF-R1_40.fa,291_2,0.010000000000000009,average,ANImf,291
infinity_D06-NF-R1_53.fa,292_1,0.010000000000000009,average,ANImf,292
nanopore_D06-NF-R1_bin.149.fa,292_1,0.010000000000000009,average,ANImf,292
infinity_D07-NF-R1_123.fa,292_2,0.010000000000000009,average,ANImf,292
nanopore_D07-NF-R1_70.fa,292_3,0.010000000000000009,average,ANImf,292
infinity_D04-NF-R1_96.fa,292_4,0.010000000000000009,average,ANImf,292
nanopore_D04-NF-R1_134.fa,292_5,0.010000000000000009,average,ANImf,292
infinity_D09-NF-R1_maxbin.029.fa,292_6,0.010000000000000009,average,ANImf,292
nanopore_D09-NF-R1_bin.67.fa,292_7,0.010000000000000009,average,ANImf,292
infinity_D05-NF-R1_maxbin.047.fa,292_8,0.010000000000000009,average,ANImf,292
nanopore_D05-NF-R1_30.fa,292_9,0.010000000000000009,average,ANImf,292
infinity_D02-NF-R2_77.fa,292_10,0.010000000000000009,average,ANImf,292
nanopore_D02-NF-R2_94.fa,292_10,0.010000000000000009,average,ANImf,292
infinity_D08-NF-R1_maxbin.033.fa,292_11,0.010000000000000009,average,ANImf,292
nanopore_D08-NF-R1_21.fa,292_11,0.010000000000000009,average,ANImf,292
infinity_D10-NF-R1_bin.77.fa,292_12,0.010000000000000009,average,ANImf,292
infinity_D01-NF-R1_32.fa,292_13,0.010000000000000009,average,ANImf,292
infinity_D04-NF-R1_124.fa,293_1,0.010000000000000009,average,ANImf,293
nanopore_D04-NF-R1_maxbin.053.fa,293_1,0.010000000000000009,average,ANImf,293
infinity_D09-NF-R1_maxbin.104.fa,294_0,0.010000000000000009,average,ANImf,294
infinity_D04-NF-R1_bin.156.fa,295_1,0.010000000000000009,average,ANImf,295
nanopore_D04-NF-R1_140.fa,295_1,0.010000000000000009,average,ANImf,295
infinity_D04-NF-R1_102.fa,296_0,0.010000000000000009,average,ANImf,296
infinity_D06-NF-R1_113.fa,297_1,0.010000000000000009,average,ANImf,297
nanopore_D06-NF-R1_57.fa,297_1,0.010000000000000009,average,ANImf,297
infinity_D09-NF-R1_111.fa,297_2,0.010000000000000009,average,ANImf,297
nanopore_D09-NF-R1_maxbin.031_sub.fa,297_2,0.010000000000000009,average,ANImf,297
infinity_D03-NF-R1_40.fa,298_1,0.010000000000000009,average,ANImf,298
nanopore_D03-NF-R1_69.fa,298_1,0.010000000000000009,average,ANImf,298
infinity_D06-NF-R1_35.fa,298_2,0.010000000000000009,average,ANImf,298
infinity_D08-NF-R1_71.fa,298_2,0.010000000000000009,average,ANImf,298
nanopore_D06-NF-R1_maxbin.011.fa,298_2,0.010000000000000009,average,ANImf,298
nanopore_D08-NF-R1_maxbin.010.fa,298_2,0.010000000000000009,average,ANImf,298
infinity_D07-NF-R1_47.fa,299_1,0.010000000000000009,average,ANImf,299
nanopore_D07-NF-R1_maxbin.014.fa,299_1,0.010000000000000009,average,ANImf,299
infinity_D04-NF-R1_97.fa,299_2,0.010000000000000009,average,ANImf,299
nanopore_D04-NF-R1_maxbin.026.fa,299_2,0.010000000000000009,average,ANImf,299
infinity_D02-NF-R2_80.fa,299_3,0.010000000000000009,average,ANImf,299
infinity_D01-NF-R1_145.fa,300_1,0.010000000000000009,average,ANImf,300
nanopore_D01-NF-R1_2.fa,300_1,0.010000000000000009,average,ANImf,300
infinity_D04-NF-R1_91.fa,301_1,0.010000000000000009,average,ANImf,301
nanopore_D04-NF-R1_119.fa,301_1,0.010000000000000009,average,ANImf,301
infinity_D01-NF-R1_maxbin.016.fa,302_1,0.010000000000000009,average,ANImf,302
nanopore_D01-NF-R1_maxbin.005.fa,302_1,0.010000000000000009,average,ANImf,302
infinity_D08-NF-R1_maxbin.003.fa,302_2,0.010000000000000009,average,ANImf,302
nanopore_D02-NF-R2_62.fa,302_2,0.010000000000000009,average,ANImf,302
nanopore_D08-NF-R1_maxbin.003.fa,302_2,0.010000000000000009,average,ANImf,302
nanopore_D04-NF-R1_47_sub.fa,302_3,0.010000000000000009,average,ANImf,302
infinity_D06-NF-R1_maxbin.022_sub.fa,302_4,0.010000000000000009,average,ANImf,302
nanopore_D06-NF-R1_maxbin.014_sub.fa,302_4,0.010000000000000009,average,ANImf,302
infinity_D07-NF-R1_51.fa,302_5,0.010000000000000009,average,ANImf,302
nanopore_D07-NF-R1_maxbin.001.fa,302_5,0.010000000000000009,average,ANImf,302
infinity_D09-NF-R1_maxbin.037.fa,302_6,0.010000000000000009,average,ANImf,302
nanopore_D09-NF-R1_2_sub.fa,302_6,0.010000000000000009,average,ANImf,302
infinity_D05-NF-R1_maxbin.040.fa,302_7,0.010000000000000009,average,ANImf,302
nanopore_D05-NF-R1_maxbin.032.fa,302_7,0.010000000000000009,average,ANImf,302
infinity_D03-NF-R1_70_sub.fa,302_8,0.010000000000000009,average,ANImf,302
infinity_D06-NF-R1_maxbin.061.fa,303_1,0.010000000000000009,average,ANImf,303
nanopore_D06-NF-R1_maxbin.043.fa,303_1,0.010000000000000009,average,ANImf,303
infinity_D02-NF-R2_111.fa,304_0,0.010000000000000009,average,ANImf,304
infinity_D04-NF-R1_bin.230.fa,305_0,0.010000000000000009,average,ANImf,305
infinity_D04-NF-R1_maxbin.145.fa,306_0,0.010000000000000009,average,ANImf,306
infinity_D06-NF-R1_112.fa,307_1,0.010000000000000009,average,ANImf,307
nanopore_D06-NF-R1_52.fa,307_1,0.010000000000000009,average,ANImf,307
infinity_D04-NF-R1_109.fa,308_1,0.010000000000000009,average,ANImf,308
nanopore_D04-NF-R1_34.fa,308_1,0.010000000000000009,average,ANImf,308
infinity_D03-NF-R1_25.fa,309_1,0.010000000000000009,average,ANImf,309
infinity_D04-NF-R1_bin.118.fa,309_2,0.010000000000000009,average,ANImf,309
infinity_D08-NF-R1_126.fa,310_1,0.010000000000000009,average,ANImf,310
nanopore_D08-NF-R1_102.fa,310_1,0.010000000000000009,average,ANImf,310
infinity_D05-NF-R1_114_sub.fa,311_1,0.010000000000000009,average,ANImf,311
infinity_D08-NF-R1_8_sub.fa,311_2,0.010000000000000009,average,ANImf,311
infinity_D07-NF-R1_58_sub.fa,312_0,0.010000000000000009,average,ANImf,312
infinity_D05-NF-R1_bin.115.fa,313_0,0.010000000000000009,average,ANImf,313
infinity_D08-NF-R1_bin.33.fa,314_1,0.010000000000000009,average,ANImf,314
nanopore_D08-NF-R1_115.fa,314_1,0.010000000000000009,average,ANImf,314
infinity_D08-NF-R1_bin.150.fa,315_0,0.010000000000000009,average,ANImf,315
infinity_D01-NF-R1_bin.159.fa,316_0,0.010000000000000009,average,ANImf,316
infinity_D06-NF-R1_maxbin.093_sub.fa,317_0,0.010000000000000009,average,ANImf,317
infinity_D05-NF-R1_maxbin.021.fa,318_1,0.010000000000000009,average,ANImf,318
nanopore_D05-NF-R1_maxbin.019.fa,318_1,0.010000000000000009,average,ANImf,318
infinity_D04-NF-R1_116.fa,319_1,0.010000000000000009,average,ANImf,319
nanopore_D04-NF-R1_19.fa,319_1,0.010000000000000009,average,ANImf,319
infinity_D04-NF-R1_118.fa,320_1,0.010000000000000009,average,ANImf,320
infinity_D09-NF-R1_maxbin.047.fa,320_1,0.010000000000000009,average,ANImf,320
nanopore_D04-NF-R1_maxbin.024.fa,320_1,0.010000000000000009,average,ANImf,320
nanopore_D09-NF-R1_116.fa,320_1,0.010000000000000009,average,ANImf,320
infinity_D01-NF-R1_maxbin.029_sub.fa,321_1,0.010000000000000009,average,ANImf,321
nanopore_D01-NF-R1_maxbin.022.fa,321_1,0.010000000000000009,average,ANImf,321
infinity_D05-NF-R1_131.fa,321_2,0.010000000000000009,average,ANImf,321
nanopore_D05-NF-R1_52.fa,321_2,0.010000000000000009,average,ANImf,321
infinity_D03-NF-R1_66.fa,321_3,0.010000000000000009,average,ANImf,321
infinity_D06-NF-R1_93.fa,321_3,0.010000000000000009,average,ANImf,321
nanopore_D03-NF-R1_53.fa,321_3,0.010000000000000009,average,ANImf,321
nanopore_D06-NF-R1_24.fa,321_3,0.010000000000000009,average,ANImf,321
infinity_D04-NF-R1_maxbin.013.fa,322_1,0.010000000000000009,average,ANImf,322
nanopore_D04-NF-R1_maxbin.011.fa,322_1,0.010000000000000009,average,ANImf,322
infinity_D09-NF-R1_61.fa,323_0,0.010000000000000009,average,ANImf,323
infinity_D07-NF-R1_119.fa,324_1,0.010000000000000009,average,ANImf,324
nanopore_D07-NF-R1_99.fa,324_1,0.010000000000000009,average,ANImf,324
infinity_D01-NF-R1_6.fa,325_0,0.010000000000000009,average,ANImf,325
infinity_D01-NF-R1_maxbin.121_sub.fa,326_0,0.010000000000000009,average,ANImf,326
infinity_D02-NF-R2_maxbin.035.fa,327_1,0.010000000000000009,average,ANImf,327
infinity_D06-NF-R1_maxbin.040.fa,327_1,0.010000000000000009,average,ANImf,327
infinity_D08-NF-R1_maxbin.032.fa,327_1,0.010000000000000009,average,ANImf,327
nanopore_D02-NF-R2_maxbin.034.fa,327_1,0.010000000000000009,average,ANImf,327
nanopore_D06-NF-R1_maxbin.035.fa,327_1,0.010000000000000009,average,ANImf,327
nanopore_D08-NF-R1_maxbin.021_sub.fa,327_1,0.010000000000000009,average,ANImf,327
infinity_D04-NF-R1_98.fa,328_0,0.010000000000000009,average,ANImf,328
infinity_D07-NF-R1_131.fa,329_1,0.010000000000000009,average,ANImf,329
nanopore_D07-NF-R1_bin.35.fa,329_1,0.010000000000000009,average,ANImf,329
infinity_D06-NF-R1_42.fa,329_2,0.010000000000000009,average,ANImf,329
nanopore_D06-NF-R1_91.fa,329_2,0.010000000000000009,average,ANImf,329
nanopore_D02-NF-R2_maxbin.077_sub.fa,329_3,0.010000000000000009,average,ANImf,329
infinity_D06-NF-R1_bin.138.fa,330_1,0.010000000000000009,average,ANImf,330
nanopore_D06-NF-R1_maxbin.039_sub.fa,330_1,0.010000000000000009,average,ANImf,330
infinity_D10-NF-R1_43.fa,331_1,0.010000000000000009,average,ANImf,331
nanopore_D10-NF-R1_91.fa,331_1,0.010000000000000009,average,ANImf,331
infinity_D10-NF-R1_40.fa,332_1,0.010000000000000009,average,ANImf,332
nanopore_D10-NF-R1_38.fa,332_1,0.010000000000000009,average,ANImf,332
infinity_D10-NF-R1_18.fa,333_0,0.010000000000000009,average,ANImf,333
infinity_D07-NF-R1_13.fa,334_1,0.010000000000000009,average,ANImf,334
nanopore_D07-NF-R1_32.fa,334_1,0.010000000000000009,average,ANImf,334
infinity_D03-NF-R1_59.fa,335_1,0.010000000000000009,average,ANImf,335
infinity_D08-NF-R1_maxbin.047.fa,335_1,0.010000000000000009,average,ANImf,335
infinity_D09-NF-R1_maxbin.069.fa,335_1,0.010000000000000009,average,ANImf,335
infinity_D10-NF-R1_5.fa,335_1,0.010000000000000009,average,ANImf,335
nanopore_D08-NF-R1_12.fa,335_1,0.010000000000000009,average,ANImf,335
nanopore_D09-NF-R1_23.fa,335_1,0.010000000000000009,average,ANImf,335
nanopore_D10-NF-R1_21.fa,335_1,0.010000000000000009,average,ANImf,335
infinity_D02-NF-R2_maxbin.038.fa,335_2,0.010000000000000009,average,ANImf,335
infinity_D05-NF-R1_53.fa,336_1,0.010000000000000009,average,ANImf,336
nanopore_D05-NF-R1_maxbin.049_sub.fa,336_1,0.010000000000000009,average,ANImf,336
infinity_D05-NF-R1_bin.123.fa,337_1,0.010000000000000009,average,ANImf,337
nanopore_D05-NF-R1_58.fa,337_1,0.010000000000000009,average,ANImf,337
nanopore_D04-NF-R1_109.fa,338_0,0.010000000000000009,average,ANImf,338
infinity_D02-NF-R2_116.fa,339_0,0.010000000000000009,average,ANImf,339
infinity_D03-NF-R1_maxbin.046.fa,340_0,0.010000000000000009,average,ANImf,340
infinity_D08-NF-R1_39.fa,341_1,0.010000000000000009,average,ANImf,341
nanopore_D08-NF-R1_maxbin.045.fa,341_1,0.010000000000000009,average,ANImf,341
infinity_D04-NF-R1_bin.260_sub.fa,342_1,0.010000000000000009,average,ANImf,342
nanopore_D04-NF-R1_107_sub.fa,342_2,0.010000000000000009,average,ANImf,342
infinity_D06-NF-R1_maxbin.073_sub.fa,342_3,0.010000000000000009,average,ANImf,342
nanopore_D06-NF-R1_25_sub.fa,342_3,0.010000000000000009,average,ANImf,342
infinity_D07-NF-R1_43.fa,342_4,0.010000000000000009,average,ANImf,342
nanopore_D07-NF-R1_78.fa,342_4,0.010000000000000009,average,ANImf,342
infinity_D08-NF-R1_81.fa,342_5,0.010000000000000009,average,ANImf,342
nanopore_D08-NF-R1_maxbin.039.fa,342_5,0.010000000000000009,average,ANImf,342
nanopore_D01-NF-R1_98.fa,342_6,0.010000000000000009,average,ANImf,342
infinity_D04-NF-R1_135.fa,343_1,0.010000000000000009,average,ANImf,343
infinity_D08-NF-R1_105.fa,343_1,0.010000000000000009,average,ANImf,343
nanopore_D04-NF-R1_32.fa,343_1,0.010000000000000009,average,ANImf,343
nanopore_D08-NF-R1_maxbin.013.fa,343_1,0.010000000000000009,average,ANImf,343
nanopore_D05-NF-R1_maxbin.056_sub.fa,343_2,0.010000000000000009,average,ANImf,343
infinity_D09-NF-R1_35_sub.fa,344_0,0.010000000000000009,average,ANImf,344
infinity_D09-NF-R1_131_sub.fa,345_1,0.010000000000000009,average,ANImf,345
nanopore_D09-NF-R1_68.fa,345_1,0.010000000000000009,average,ANImf,345
infinity_D01-NF-R1_85.fa,345_2,0.010000000000000009,average,ANImf,345
infinity_D02-NF-R2_maxbin.048.fa,345_3,0.010000000000000009,average,ANImf,345
nanopore_D05-NF-R1_maxbin.040_sub.fa,345_4,0.010000000000000009,average,ANImf,345
infinity_D02-NF-R2_133.fa,346_1,0.010000000000000009,average,ANImf,346
infinity_D04-NF-R1_148.fa,346_1,0.010000000000000009,average,ANImf,346
infinity_D06-NF-R1_78.fa,346_1,0.010000000000000009,average,ANImf,346
infinity_D08-NF-R1_maxbin.099_sub.fa,346_1,0.010000000000000009,average,ANImf,346
infinity_D09-NF-R1_maxbin.048.fa,346_1,0.010000000000000009,average,ANImf,346
nanopore_D04-NF-R1_bin.278.fa,346_1,0.010000000000000009,average,ANImf,346
nanopore_D06-NF-R1_49.fa,346_1,0.010000000000000009,average,ANImf,346
nanopore_D08-NF-R1_bin.31_sub.fa,346_1,0.010000000000000009,average,ANImf,346
nanopore_D02-NF-R2_bin.134_sub.fa,346_2,0.010000000000000009,average,ANImf,346
infinity_D09-NF-R1_27_sub.fa,347_0,0.010000000000000009,average,ANImf,347
infinity_D07-NF-R1_bin.33_sub.fa,348_1,0.010000000000000009,average,ANImf,348
nanopore_D07-NF-R1_bin.73.fa,348_1,0.010000000000000009,average,ANImf,348
infinity_D10-NF-R1_28.fa,348_2,0.010000000000000009,average,ANImf,348
infinity_D09-NF-R1_bin.117.fa,348_3,0.010000000000000009,average,ANImf,348
infinity_D06-NF-R1_11.fa,349_1,0.010000000000000009,average,ANImf,349
infinity_D08-NF-R1_104.fa,349_1,0.010000000000000009,average,ANImf,349
nanopore_D06-NF-R1_bin.163.fa,349_1,0.010000000000000009,average,ANImf,349
nanopore_D08-NF-R1_99.fa,349_1,0.010000000000000009,average,ANImf,349
infinity_D01-NF-R1_bin.148.fa,349_2,0.010000000000000009,average,ANImf,349
infinity_D04-NF-R1_bin.68.fa,349_3,0.010000000000000009,average,ANImf,349
infinity_D02-NF-R2_bin.234.fa,349_4,0.010000000000000009,average,ANImf,349
infinity_D09-NF-R1_bin.2.fa,350_1,0.010000000000000009,average,ANImf,350
nanopore_D04-NF-R1_68.fa,350_2,0.010000000000000009,average,ANImf,350
infinity_D10-NF-R1_bin.56.fa,350_3,0.010000000000000009,average,ANImf,350
nanopore_D09-NF-R1_maxbin.008.fa,350_4,0.010000000000000009,average,ANImf,350
nanopore_D10-NF-R1_bin.5.fa,350_5,0.010000000000000009,average,ANImf,350
infinity_D04-NF-R1_56.fa,350_6,0.010000000000000009,average,ANImf,350
nanopore_D04-NF-R1_maxbin.016.fa,350_6,0.010000000000000009,average,ANImf,350
infinity_D01-NF-R1_0.fa,350_7,0.010000000000000009,average,ANImf,350
nanopore_D01-NF-R1_maxbin.018_sub.fa,350_7,0.010000000000000009,average,ANImf,350
infinity_D05-NF-R1_bin.64.fa,350_8,0.010000000000000009,average,ANImf,350
nanopore_D05-NF-R1_maxbin.013.fa,350_8,0.010000000000000009,average,ANImf,350
infinity_D07-NF-R1_79.fa,350_9,0.010000000000000009,average,ANImf,350
nanopore_D07-NF-R1_95.fa,350_9,0.010000000000000009,average,ANImf,350
infinity_D08-NF-R1_bin.40.fa,350_10,0.010000000000000009,average,ANImf,350
nanopore_D08-NF-R1_bin.185.fa,350_10,0.010000000000000009,average,ANImf,350
infinity_D02-NF-R2_4.fa,350_11,0.010000000000000009,average,ANImf,350
infinity_D03-NF-R1_56.fa,350_12,0.010000000000000009,average,ANImf,350
infinity_D06-NF-R1_bin.146.fa,350_13,0.010000000000000009,average,ANImf,350
nanopore_D06-NF-R1_bin.200.fa,350_14,0.010000000000000009,average,ANImf,350
infinity_D02-NF-R2_bin.198.fa,351_1,0.010000000000000009,average,ANImf,351
nanopore_D02-NF-R2_46_sub.fa,351_1,0.010000000000000009,average,ANImf,351
infinity_D08-NF-R1_bin.64.fa,351_2,0.010000000000000009,average,ANImf,351
nanopore_D08-NF-R1_maxbin.022_sub.fa,351_2,0.010000000000000009,average,ANImf,351
infinity_D04-NF-R1_maxbin.065_sub.fa,351_3,0.010000000000000009,average,ANImf,351
nanopore_D04-NF-R1_bin.307.fa,351_4,0.010000000000000009,average,ANImf,351
infinity_D10-NF-R1_30_sub.fa,351_5,0.010000000000000009,average,ANImf,351
nanopore_D10-NF-R1_bin.46.fa,351_6,0.010000000000000009,average,ANImf,351
infinity_D05-NF-R1_bin.159.fa,351_7,0.010000000000000009,average,ANImf,351
nanopore_D05-NF-R1_89_sub.fa,351_8,0.010000000000000009,average,ANImf,351
infinity_D07-NF-R1_89.fa,351_9,0.010000000000000009,average,ANImf,351
nanopore_D07-NF-R1_8.fa,351_9,0.010000000000000009,average,ANImf,351
infinity_D01-NF-R1_bin.49.fa,351_10,0.010000000000000009,average,ANImf,351
nanopore_D01-NF-R1_bin.128.fa,351_10,0.010000000000000009,average,ANImf,351
infinity_D06-NF-R1_5_sub.fa,351_11,0.010000000000000009,average,ANImf,351
nanopore_D06-NF-R1_58_sub.fa,351_11,0.010000000000000009,average,ANImf,351
nanopore_D08-NF-R1_bin.75.fa,351_11,0.010000000000000009,average,ANImf,351
infinity_D03-NF-R1_bin.218.fa,351_12,0.010000000000000009,average,ANImf,351
infinity_D09-NF-R1_38.fa,351_12,0.010000000000000009,average,ANImf,351
nanopore_D04-NF-R1_79_sub.fa,351_13,0.010000000000000009,average,ANImf,351
infinity_D10-NF-R1_maxbin.026_sub.fa,351_14,0.010000000000000009,average,ANImf,351
nanopore_D10-NF-R1_29_sub.fa,351_15,0.010000000000000009,average,ANImf,351
nanopore_D10-NF-R1_maxbin.035_sub.fa,352_0,0.010000000000000009,average,ANImf,352
infinity_D03-NF-R1_8.fa,353_1,0.010000000000000009,average,ANImf,353
infinity_D06-NF-R1_46.fa,353_1,0.010000000000000009,average,ANImf,353
infinity_D07-NF-R1_bin.59.fa,353_1,0.010000000000000009,average,ANImf,353
nanopore_D06-NF-R1_77.fa,353_1,0.010000000000000009,average,ANImf,353
nanopore_D07-NF-R1_bin.63.fa,353_1,0.010000000000000009,average,ANImf,353
nanopore_D08-NF-R1_51.fa,353_1,0.010000000000000009,average,ANImf,353
infinity_D09-NF-R1_29_sub.fa,353_2,0.010000000000000009,average,ANImf,353
infinity_D05-NF-R1_bin.25.fa,353_3,0.010000000000000009,average,ANImf,353
infinity_D07-NF-R1_102_sub.fa,353_4,0.010000000000000009,average,ANImf,353
nanopore_D06-NF-R1_bin.156.fa,354_1,0.010000000000000009,average,ANImf,354
nanopore_D08-NF-R1_bin.220.fa,354_1,0.010000000000000009,average,ANImf,354
infinity_D07-NF-R1_30_sub.fa,354_2,0.010000000000000009,average,ANImf,354
infinity_D01-NF-R1_bin.193.fa,354_3,0.010000000000000009,average,ANImf,354
nanopore_D01-NF-R1_bin.40.fa,354_3,0.010000000000000009,average,ANImf,354
infinity_D04-NF-R1_bin.247.fa,354_4,0.010000000000000009,average,ANImf,354
nanopore_D04-NF-R1_bin.253.fa,354_4,0.010000000000000009,average,ANImf,354
nanopore_D02-NF-R2_bin.172.fa,354_5,0.010000000000000009,average,ANImf,354
infinity_D09-NF-R1_bin.134.fa,354_6,0.010000000000000009,average,ANImf,354
infinity_D04-NF-R1_bin.120.fa,355_1,0.010000000000000009,average,ANImf,355
nanopore_D04-NF-R1_bin.176.fa,355_1,0.010000000000000009,average,ANImf,355
infinity_D01-NF-R1_bin.226.fa,355_2,0.010000000000000009,average,ANImf,355
nanopore_D01-NF-R1_82_sub.fa,355_2,0.010000000000000009,average,ANImf,355
infinity_D09-NF-R1_bin.44.fa,355_3,0.010000000000000009,average,ANImf,355
nanopore_D07-NF-R1_bin.49.fa,355_3,0.010000000000000009,average,ANImf,355
infinity_D08-NF-R1_bin.203.fa,355_4,0.010000000000000009,average,ANImf,355
infinity_D02-NF-R2_bin.20.fa,355_5,0.010000000000000009,average,ANImf,355
nanopore_D10-NF-R1_bin.37.fa,355_6,0.010000000000000009,average,ANImf,355
nanopore_D03-NF-R1_maxbin.011_sub.fa,356_0,0.010000000000000009,average,ANImf,356
infinity_D09-NF-R1_bin.55.fa,357_1,0.010000000000000009,average,ANImf,357
nanopore_D10-NF-R1_bin.78.fa,357_2,0.010000000000000009,average,ANImf,357
infinity_D08-NF-R1_bin.227.fa,358_1,0.010000000000000009,average,ANImf,358
nanopore_D08-NF-R1_bin.179.fa,358_1,0.010000000000000009,average,ANImf,358
infinity_D02-NF-R2_bin.86.fa,358_2,0.010000000000000009,average,ANImf,358
infinity_D07-NF-R1_bin.81.fa,358_3,0.010000000000000009,average,ANImf,358
nanopore_D07-NF-R1_bin.44.fa,358_3,0.010000000000000009,average,ANImf,358
infinity_D04-NF-R1_bin.28.fa,358_4,0.010000000000000009,average,ANImf,358
nanopore_D04-NF-R1_bin.304.fa,358_4,0.010000000000000009,average,ANImf,358
infinity_D06-NF-R1_bin.145.fa,358_5,0.010000000000000009,average,ANImf,358
nanopore_D06-NF-R1_bin.2.fa,358_5,0.010000000000000009,average,ANImf,358
infinity_D01-NF-R1_bin.254.fa,358_6,0.010000000000000009,average,ANImf,358
nanopore_D01-NF-R1_bin.71.fa,358_6,0.010000000000000009,average,ANImf,358
infinity_D03-NF-R1_20.fa,358_7,0.010000000000000009,average,ANImf,358
infinity_D09-NF-R1_44.fa,358_8,0.010000000000000009,average,ANImf,358
infinity_D05-NF-R1_bin.122.fa,358_9,0.010000000000000009,average,ANImf,358
nanopore_D09-NF-R1_maxbin.014.fa,358_10,0.010000000000000009,average,ANImf,358
infinity_D06-NF-R1_bin.32.fa,359_1,0.010000000000000009,average,ANImf,359
nanopore_D06-NF-R1_bin.20.fa,359_1,0.010000000000000009,average,ANImf,359
infinity_D07-NF-R1_bin.192.fa,359_2,0.010000000000000009,average,ANImf,359
infinity_D09-NF-R1_153_sub.fa,359_2,0.010000000000000009,average,ANImf,359
infinity_D08-NF-R1_bin.107.fa,359_3,0.010000000000000009,average,ANImf,359
